MSW05_Order	MSW05_Family	MSW05_Binomial	AdultBodyMass_g	AdultHeadBodyLen_mm	AgeatFirstBirth_d	BasalMetRate_mLO2hr	BasalMetRateMass_g	DietBreadth	GestationLen_d	HabitatBreadth	HomeRange_km2	InterbirthInterval_d	LitterSize	LittersPerYear	MaxLongevity_m	NeonateBodyMass_g	NeonateHeadBodyLen_mm	PopulationDensity_n_km2	PopulationGrpSize	SexualMaturityAge_d	SocialGrpSize	Terrestriality	TrophicLevel	WeaningAge_d	WeaningBodyMass_g	WeaningHeadBodyLen_mm	GR_Area_km2	GR_MaxLat_dd	GR_MinLat_dd	GR_MidRangeLat_dd	GR_MaxLong_dd	GR_MinLong_dd	GR_MidRangeLong_dd	HuPopDen_Min_n_km2	HuPopDen_Mean_n_km2	HuPopDen_Change	Precip_Mean_mm	Temp_Mean_01degC	AET_Mean_mm	PET_Mean_mm
Rodentia	Sciuridae	Callosciurus_inornatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	235249.21	23.1	17.77	20.43	106.37	100.41	103.39	5	113.42	0.11	129.13	198.19	1067.23	1283.09
Rodentia	Sciuridae	Callosciurus_melanogaster	296	213	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	5140.87	-0.91	-2.85	-1.88	100.22	98.58	99.4	43	56.87	0.08	340	259	NA	NA
Rodentia	Sciuridae	Callosciurus_nigrovittatus	208.3	203.5	NA	NA	NA	6	NA	1	0.01	NA	2.36	NA	NA	NA	NA	5.75	NA	NA	NA	2	2	NA	NA	NA	1450546.42	7.64	-8.78	-0.56	119.26	95.18	107.22	1	153.65	0.14	238.9	248.29	1667.44	1736.8
Rodentia	Sciuridae	Callosciurus_notatus	209.49	203.5	NA	NA	NA	6	NA	1	0.02	NA	2.62	NA	115.2	NA	NA	98.32	NA	413.84	NA	2	2	NA	NA	NA	1474469.76	9.25	-8.78	0.23	119.26	95.18	107.22	1	153.2	0.14	237.33	248.57	1665.17	1740.34
Rodentia	Sciuridae	Callosciurus_orestes	323.91	203.5	NA	NA	NA	6	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	35107.14	6.13	1.91	4.02	117.52	114.19	115.85	1	10.34	0.23	281.49	223.26	1743.05	1779.12
Rodentia	Sciuridae	Callosciurus_phayrei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99941.58	25.01	16.95	20.98	99.69	96.89	98.29	5	45.75	0.06	126.01	178.2	1059.71	1455.36
Rodentia	Sciuridae	Callosciurus_prevostii	400	247	NA	NA	NA	6	46.08	1	NA	NA	1.29	NA	68	16.34	NA	NA	NA	NA	NA	2	2	NA	NA	NA	1315342.19	7.06	-5.94	0.55	119.26	95.18	107.22	1	71.14	0.15	243.8	248.44	1686.88	1743.09
Rodentia	Sciuridae	Callosciurus_pygerythrus	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	503627.21	27.67	16.5	22.08	104.04	90.28	97.16	1	153.56	0.07	170.22	214.69	1049.62	1357.19
Rodentia	Sciuridae	Callosciurus_quinquestriatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21108.92	25.83	23.59	24.71	98.98	97.46	98.22	20	63.02	0.06	136.44	79.19	1054.64	1313.57
Rodentia	Cricetidae	Calomys_boliviae	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108148.2	-17.09	-22.5	-19.8	-63.82	-66.27	-65.04	3	11.29	0.09	59.05	134.45	760.61	1425.07
Rodentia	Cricetidae	Calomys_callidus	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Calomys_callosus	44.95	NA	42	55.82	48	NA	21.8	2	NA	21	4.91	3	NA	2.4	NA	354.3	NA	43.18	NA	1	NA	18.33	12.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Calomys_expulsus	39.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1195.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Calomys_hummelincki	27	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	333859.81	12.19	5.54	8.87	-61.01	-72.19	-66.6	0	23.88	0.14	105.43	258.3	1295.97	1746.07
Rodentia	Cricetidae	Calomys_laucha	14	NA	NA	NA	NA	3	25	2	NA	NA	5.3	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	1239274	-15.11	-39.11	-27.11	-53.67	-65.97	-59.82	0	22.38	0.07	82.65	198.33	953.17	1186.92
Rodentia	Cricetidae	Calomys_lepidus	20.59	NA	NA	28.8	16	NA	NA	1	NA	20.75	4.29	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	593465.1	-9.22	-23.53	-16.37	-64.61	-76.61	-70.61	0	15.44	0.06	74.28	67.19	667.13	1296.93
Rodentia	Cricetidae	Calomys_musculinus	20.2	NA	NA	27.59	16.9	3	20.97	1	NA	NA	6.27	NA	NA	NA	NA	253.33	NA	76.03	NA	1	2	NA	NA	NA	869814.79	-22.73	-40.5	-31.61	-57.54	-68.49	-63.02	0	28.74	0.08	51.57	145.66	620	975.64
Rodentia	Cricetidae	Calomys_sorellus	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205439.89	-6.35	-16.74	-11.55	-70.55	-79.24	-74.89	3	23.07	0.06	62.31	70.89	726.99	1342.9
Rodentia	Cricetidae	Calomys_tener	13.8	69.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	915351.64	-12.41	-24.88	-18.65	-40.09	-49.17	-44.63	1	90.74	0.06	121.18	207.69	1117.14	1407.18
Rodentia	Cricetidae	Calomys_tocantinsi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Calomys_venustus	49.33	NA	NA	70.78	49.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Calomyscidae	Calomyscus_bailwardi	21.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	354.3	NA	NA	NA	NA	NA	NA	NA	NA	102086.07	34.05	29.11	31.58	53.58	48.88	51.23	30	42.95	0.12	24.52	130.14	292.44	1293.3
Rodentia	Calomyscidae	Calomyscus_baluchi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29169.13	35.11	29.1	32.11	69.67	67.12	68.4	27	96.98	0.31	31.18	63.53	319.05	1137.82
Rodentia	Calomyscidae	Calomyscus_elburzensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	204039.71	38.27	34.18	36.22	63.24	52.21	57.72	5	30.84	0.15	28.57	118.02	308	1031.21
Rodentia	Calomyscidae	Calomyscus_grandis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Calomyscidae	Calomyscus_hotsoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	231.5	26.85	26.69	26.77	65	64.83	64.92	12	13.5	0.12	16.5	207.5	165.5	1467.5
Rodentia	Calomyscidae	Calomyscus_mystax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.99	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Calomyscidae	Calomyscus_tsolovi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.78	32.63	32.6	32.62	36.11	36.08	36.09	156	156	0.18	18	171	274	1348
Rodentia	Calomyscidae	Calomyscus_urartensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5580.24	39.54	38.53	39.04	45.78	45.04	45.41	23	55.42	0.05	31.81	91.45	436.71	862.15
Diprotodontia	Potoroidae	Caloprymnus_campestris	927.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Carnivora	Canidae	Atelocynus_microtis	8363.22	831.01	NA	NA	NA	1	NA	1	NA	NA	NA	NA	132	NA	NA	NA	NA	NA	1	1	3	NA	NA	NA	7634256.6	4.79	-32.31	-13.76	-43.54	-78.61	-61.08	0	7.43	0.12	163.06	235.49	1316.27	1488
Rodentia	Hystricidae	Atherurus_africanus	2875.65	430.99	NA	NA	NA	5	108.18	2	0.12	NA	1.5	2.75	274.8	146.27	180	NA	NA	NA	1	2	2	45.37	NA	NA	5140711.56	12.42	-12.53	-0.05	36.65	-16.62	10.01	0	44.07	0.12	139.92	240.77	1261.44	1545.9
Rodentia	Hystricidae	Atherurus_macrourus	2000	NA	NA	NA	NA	5	NA	2	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	2597040.51	31.4	-5.94	12.72	111.03	92.34	101.69	1	111.44	0.1	168.29	215.83	1225.15	1515.46
Carnivora	Herpestidae	Atilax_paludinosus	3600.16	499.01	NA	NA	NA	6	77.27	2	1.73	182.5	2	2	209	100	NA	NA	NA	234.83	NA	1	2	35.89	549.99	NA	14296320.45	17.06	-34.83	-8.88	41.88	-16.82	12.52	0	37.15	0.13	99.93	233.39	986.68	1518.76
Rodentia	Sciuridae	Atlantoxerus_getulus	250.57	189.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179364.26	34.96	28.29	31.63	-3.27	-10.01	-6.64	4	77.86	0.06	25.6	156.01	384.71	1270.58
Rodentia	Cricetidae	Auliscomys_boliviensis	70.91	NA	NA	110.59	76.8	NA	NA	1	NA	NA	3.4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	207032.77	-14.83	-19.94	-17.39	-64.89	-72.09	-68.49	0	23.75	0.06	54.21	71.72	622.69	1213.64
Rodentia	Cricetidae	Auliscomys_pictus	48.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	232.95	NA	NA	NA	NA	NA	NA	NA	NA	309321.99	-10.22	-17.82	-14.02	-66.9	-76.72	-71.81	1	20.05	0.05	96.91	80.66	848.79	1322.48
Rodentia	Cricetidae	Auliscomys_sublimis	38	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	497531.43	-13.4	-24.79	-19.09	-64.22	-73.34	-68.78	0	13.3	0.06	62.02	38.57	591.15	1268.04
Primates	Indriidae	Avahi_laniger	1092.28	275	941.7	NA	NA	3	136.15	2	0.01	365	1.01	1	NA	NA	89.99	84.85	NA	NA	2	2	1	149.15	NA	NA	85075.49	-14.08	-25.17	-19.63	50.45	46.57	48.51	5	39.98	0.18	176.9	197.46	1334.06	1600.05
Primates	Indriidae	Avahi_occidentalis	828.98	NA	NA	NA	NA	1	NA	1	0.01	NA	1.02	NA	NA	NA	NA	66.99	NA	NA	3	2	1	NA	NA	NA	7563.78	-15.61	-19.15	-17.38	47.59	44.63	46.11	2	10.79	0.14	118.44	249.49	981.46	1557.76
Primates	Indriidae	Avahi_unicolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2508.24	-13.77	-14.47	-14.12	48.58	48.01	48.3	8	14.75	0.18	140	207.51	1209.75	1682.36
Artiodactyla	Cervidae	Axis_axis	69499.99	NA	NA	NA	NA	NA	227.49	NA	0.67	425.83	1.01	NA	249.6	3156.86	NA	6.69	NA	543.68	NA	NA	NA	121.66	NA	NA	2041090.04	28.58	5.91	17.25	89.82	73.11	81.46	22	361.47	0.09	96.14	256.61	814.1	1480.62
Artiodactyla	Cervidae	Axis_calamianensis	39812.6	1387.44	NA	NA	NA	NA	224	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1345.4	12.33	11.66	11.99	120.34	119.84	120.09	29	36.99	0.21	NA	NA	NA	NA
Artiodactyla	Cervidae	Axis_kuhlii	54999.99	1375	NA	NA	NA	2	227.49	NA	NA	NA	1.22	1.3	NA	NA	NA	4.44	NA	NA	NA	NA	1	NA	NA	NA	197.86	-5.72	-5.86	-5.79	112.73	112.56	112.64	625	625	0.01	NA	NA	NA	NA
Artiodactyla	Cervidae	Axis_porcinus	37448.29	NA	NA	NA	NA	3	220.13	NA	0.52	NA	1	NA	240	2483.33	NA	16.5	NA	464.04	1.8	NA	1	NA	NA	NA	2017514.05	32.58	8.55	20.57	107.57	67.83	87.7	0	144.43	0.09	136.98	213.51	979.62	1418.55
Artiodactyla	Suidae	Babyrousa_babyrussa	92950.09	950	NA	NA	NA	6	156.5	1	NA	NA	1.73	1.5	288	715	NA	NA	NA	362.5	4.5	1	2	212.91	NA	NA	13309.7	-1.62	-3.84	-2.73	127.26	124.33	125.8	5	12.93	0.01	281.24	223	NA	NA
Artiodactyla	Suidae	Babyrousa_bolabatuensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Artiodactyla	Suidae	Babyrousa_celebensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47657.62	1.55	-4.31	-1.37	125.29	119.82	122.55	17	45.21	0.07	231.15	206.52	1808.07	1884.79
Cetacea	Balaenopteridae	Balaenoptera_musculus	154321304.5	30480	NA	NA	NA	1	326.97	1	NA	821.25	1	0.45	1320	2738612.79	7236.55	NA	1	1959.8	1.25	NA	3	211.71	16999999.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cetacea	Balaenopteridae	Balaenoptera_physalus	47506008.23	20641.06	NA	NA	NA	2	338.36	1	NA	730	1.01	0.37	1392	1899999.99	6273.75	NA	1.5	2666.41	NA	NA	3	196.58	NA	12000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiroptera	Emballonuridae	Balantiopteryx_infusca	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	68801.56	1.43	-2.73	-0.64	-78.29	-80.97	-79.63	0	83.28	0.11	121.57	242.2	1124.51	1461.07
Chiroptera	Emballonuridae	Balantiopteryx_io	3.97	40.2	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.59	25.02	NA	NA	NA	NA	2	NA	NA	NA	NA	211758.21	18.8	15	16.9	-88.21	-96.39	-92.3	3	40.29	0.13	144.32	239.45	1366.65	1623.94
Chiroptera	Emballonuridae	Balantiopteryx_plicata	6.57	NA	365	NA	NA	1	138.81	1	NA	NA	0.99	1	NA	2	NA	NA	112.5	NA	NA	2	3	58.59	NA	NA	841946.43	27.13	9.36	18.24	-71.82	-110.03	-90.93	3	88.19	0.09	106.96	216.78	1061.85	1571.82
Chiroptera	Pteropodidae	Balionycteris_maculata	14.43	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	870187.37	7.09	-5.94	0.57	119.26	95.18	107.22	1	90.03	0.14	244.15	249.46	1690.56	1755.34
Rodentia	Muridae	Bandicota_bengalensis	226.99	NA	91.25	NA	NA	NA	18.89	NA	NA	61.9	7.29	5.9	NA	4.85	47	NA	NA	63.52	NA	NA	NA	30.03	22.9	NA	3698085.54	34.2	5.91	20.06	97.54	66.5	82.02	0	320.61	0.09	107.29	236.14	810.44	1418.33
Rodentia	Muridae	Bandicota_indica	583.09	NA	272.5	NA	NA	NA	20.26	NA	NA	71.25	6.12	NA	NA	9.77	NA	NA	NA	145.81	NA	NA	NA	27.3	41	NA	6308602.34	34.13	5.91	20.02	122	62.27	92.13	1	264.57	0.09	111.99	228.78	864.32	1417.41
Artiodactyla	Bovidae	Cephalophus_niger	19094.32	1041.8	NA	NA	NA	7	126	1	NA	NA	1	NA	122.04	1940	NA	1.14	NA	NA	NA	1	2	89.49	NA	NA	726891.4	9.29	4.29	6.79	6.75	-13.29	-3.26	3	100.88	0.1	154.49	259.8	1256.5	1574.35
Artiodactyla	Bovidae	Cephalophus_nigrifrons	14676.33	944.21	NA	NA	NA	4	NA	1	NA	NA	NA	NA	236.4	NA	NA	2	NA	NA	NA	1	1	NA	NA	NA	2766201.07	5.12	-9.85	-2.36	37.79	8.69	23.24	0	27.94	0.13	140.38	238.38	1348.71	1548.31
Artiodactyla	Bovidae	Cephalophus_ogilbyi	18386.42	1000	NA	NA	NA	NA	121.66	NA	0.07	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	231511.16	7.15	-3.46	1.84	12.62	5.99	9.31	1	104.03	0.09	190.65	251.54	1242.62	1549.15
Artiodactyla	Bovidae	Cephalophus_rufilatus	12114.57	650	794.63	NA	NA	5	233.99	1	NA	NA	1	NA	114	975.1	NA	3.18	NA	NA	1	1	2	85.59	NA	NA	3098970.49	16.1	2.73	9.41	31.61	-17.53	7.03	0	46.79	0.11	108.89	259.92	973.28	1601.7
Artiodactyla	Bovidae	Cephalophus_silvicultor	62006.6	1324.76	NA	NA	NA	5	234.43	1	NA	306	1	NA	207.96	4400.72	NA	0.5	NA	NA	1	1	2	34.9	NA	NA	6018051.89	13.58	-17.38	-1.89	37.39	-16.79	10.29	0	36.82	0.13	132.7	240.01	1197.42	1541.12
Artiodactyla	Bovidae	Cephalophus_spadix	56857.02	1174.48	NA	NA	NA	3	NA	1	NA	NA	NA	NA	65.04	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	36583.37	-2.6	-9.48	-6.04	38.83	33.33	36.08	8	49.38	0.16	77.3	222.71	950.45	1534.15
Artiodactyla	Bovidae	Cephalophus_weynsi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1692834.41	5.14	-6.81	-0.83	37.26	16.17	26.72	0	42.21	0.16	134.53	234.61	1411.19	1589.32
Artiodactyla	Bovidae	Cephalophus_zebra	15654.75	874.99	NA	NA	NA	3	223.89	1	NA	NA	1	NA	146.04	1704.99	NA	NA	NA	NA	NA	1	2	13.64	NA	NA	171546.51	8.55	4.35	6.45	-5.5	-11.79	-8.64	3	37.94	0.03	214.55	247.86	1342.39	1540.94
Cetacea	Delphinidae	Cephalorhynchus_commersonii	72400	NA	NA	NA	NA	1	NA	1	NA	NA	0.98	NA	216	5834.74	NA	NA	NA	2207.29	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cetacea	Delphinidae	Cephalorhynchus_eutropia	45000	NA	NA	NA	NA	1	NA	1	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cetacea	Delphinidae	Cephalorhynchus_heavisidii	39999.99	NA	NA	NA	NA	NA	NA	1	NA	NA	0.97	NA	NA	9174.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cetacea	Delphinidae	Cephalorhynchus_hectori	49999.99	NA	2920	NA	NA	1	NA	1	NA	NA	1	0.42	240	NA	NA	NA	11	2768.53	5	NA	3	355.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Perissodactyla	Rhinocerotidae	Ceratotherium_simum	2285939.43	2586.81	2463.75	NA	NA	1	534.19	1	19.09	967.25	1	NA	600	48500	NA	0.47	3.75	2741.23	NA	1	1	365	274482.35	NA	3184467.13	9.74	-29.91	-10.08	39.53	12.96	26.25	0	18.23	0.11	60.61	216.38	729.59	1458.59
Diprotodontia	Burramyidae	Cercartetus_caudatus	23.05	97.97	465	NA	NA	3	NA	3	NA	183	2.37	2	38.4	NA	NA	49.99	NA	464.04	3	2	2	76.04	8.97	NA	221311.97	-1.09	-18.08	-9.58	150.93	133.77	142.35	0	8.67	0.13	233.35	203.07	1518.15	1688.53
Diprotodontia	Burramyidae	Cercartetus_concinnus	15.96	NA	410.62	22.32	18.6	NA	52.14	2	NA	122	4.6	1	NA	0.01	NA	NA	NA	NA	NA	2	NA	49.99	NA	NA	611282.88	-29.99	-37.65	-33.82	142.31	114.97	128.64	0	5.63	0.03	34.84	162.41	363.02	1088.35
Diprotodontia	Burramyidae	Cercartetus_lepidus	8.03	NA	NA	18.77	12.6	2	NA	2	NA	365	3.33	NA	NA	NA	NA	NA	NA	NA	NA	2	2	89.99	NA	NA	93697.61	-34.31	-43.64	-38.97	148.35	136.53	142.44	0	4.17	-0.06	49.34	130.35	474.06	888.43
Diprotodontia	Burramyidae	Cercartetus_nanus	26.85	NA	152.08	55.9	65	4	NA	2	5.56E-03	139.25	3.96	2	96	0.01	NA	788.66	NA	193.8	NA	2	2	62.5	5.91	NA	378748.79	-26.49	-43.64	-35.06	153.63	139.66	146.65	0	35.3	0.04	70.94	131.85	657.19	1010.73
Primates	Cercopithecidae	Cercocebus_agilis	7105.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1068616.42	8.86	-1.04	3.9	31.17	11.11	21.14	0	13.6	0.08	138.41	240.74	1380.55	1583.74
Primates	Cercopithecidae	Cercocebus_atys	6941.24	NA	NA	NA	NA	NA	165.08	NA	NA	394.2	1.01	NA	321.6	527.17	NA	8.85	NA	1321.67	35	NA	NA	NA	NA	NA	440620.58	11.49	4.35	7.92	0.66	-15.07	-7.2	3	78.72	0.08	186.09	255.64	1275.43	1555.33
Primates	Cercopithecidae	Cercocebus_chrysogaster	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	564761.67	1.6	-7	-2.7	26.36	16.18	21.27	2	15.17	0.18	151.44	248.59	1455.49	1580.15
Primates	Cercopithecidae	Cercocebus_galeritus	7077.66	510	2372.5	NA	NA	2	174.43	2	0.51	NA	1.01	NA	252	NA	NA	70.11	26	2735.94	20.35	2	1	NA	NA	NA	20246.09	-0.92	-3.29	-2.1	40.61	39.49	40.05	1	13.99	0.17	53.99	273.78	848.67	1747.56
Primates	Cercopithecidae	Cercocebus_sanjei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59607.49	-7.32	-9.94	-8.63	37.88	35.24	36.56	2	15.78	0.17	71.58	240.57	911.27	1427.1
Primates	Cercopithecidae	Cercocebus_torquatus	7293.07	660	1704.55	NA	NA	1	168.98	NA	NA	434.35	1.01	NA	360	NA	NA	40.15	21.1	1318.86	26.85	NA	1	NA	NA	NA	362869.59	10.99	-2.58	4.2	11.42	-15.07	-1.82	1	126.14	0.12	175.62	252.43	1238.34	1560.84
Primates	Cercopithecidae	Cercopithecus_albogularis	NA	NA	NA	NA	NA	4	NA	NA	0.13	NA	1.02	NA	NA	NA	NA	NA	NA	NA	32.5	NA	2	NA	NA	NA	1057710.32	7.78	-33	-12.6	46.05	25.97	36.01	1	48.46	0.15	71.4	227.02	881.09	1537.26
Primates	Cercopithecidae	Cercopithecus_ascanius	3540.24	444.99	1825	NA	NA	4	148.5	NA	0.16	1580.45	1.01	NA	339.6	371	NA	105.79	34	1718.73	26.3	NA	2	146.54	NA	NA	3012180.23	6.79	-12.21	-2.71	35.34	12.27	23.8	0	30.04	0.15	131.01	236.61	1302.52	1551.84
Primates	Cercopithecidae	Cercopithecus_campbelli	3627.73	455	NA	NA	NA	3	180.8	NA	0.01	NA	1.02	NA	396	NA	NA	NA	NA	NA	11	NA	1	362.93	NA	NA	262404.57	12.7	4.35	8.53	-7.51	-16.79	-12.15	3	54.66	0.01	226.67	252.98	1144.22	1505.23
Primates	Cercopithecidae	Cercopithecus_cephus	3444.88	520	1825	NA	NA	3	169.51	1	0.24	NA	1.01	NA	276	337.19	NA	21.04	8	1521.9	11	2	2	362.93	NA	NA	898367.43	5.2	-6.05	-0.42	18.64	8.69	13.66	0	18.25	0.08	149.87	244.48	1299.85	1499.82
Primates	Cercopithecidae	Cercopithecus_denti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402606.02	4.16	-3.05	0.55	31.11	22.91	27.01	1	34.34	0.15	140.12	230.71	1469.44	1608.92
Primates	Cercopithecidae	Cercopithecus_diana	4358.91	470	1961.87	NA	NA	3	NA	NA	1.25	365	1.01	NA	447.6	466.9	NA	16.47	24	2279.95	24.95	NA	2	362.93	NA	NA	177249.87	8.95	4.35	6.65	-6.17	-12.73	-9.45	3	37.3	4.07E-03	237.57	248.13	1328.4	1541.71
Primates	Cercopithecidae	Cercopithecus_doggetti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53746.06	-0.57	-4.02	-2.3	31.8	28.84	30.32	28	167.03	0.06	93.38	188	1247.45	1478.72
Primates	Cercopithecidae	Cercopithecus_dryas	2784.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151925.19	0.95	-4.14	-1.59	24.52	21.18	22.85	2	8.19	0.14	161.66	248.93	1555.64	1610.36
